Object ID	x-center	y-center
2628	223.50	799.00
2629	229.00	799.00
2630	237.25	799.00
2631	239.00	799.00
2632	242.50	799.00
2633	245.75	799.00
2634	262.75	799.00
2635	264.50	799.00
2636	269.50	799.00
2637	275.50	799.00
2638	276.50	799.00
2639	281.25	799.00
2640	288.25	799.00
2641	291.25	799.00
2642	305.50	799.00
2643	310.25	799.00
2644	315.00	799.00
2645	318.75	799.00
2646	321.50	799.00
2647	323.75	799.00
2648	325.00	799.00
2649	328.50	799.00
2650	335.75	799.00
2651	354.50	799.00
2652	361.75	799.00
2653	368.75	799.00
2654	374.50	799.00
2655	376.25	799.00
2656	380.75	799.00
2657	386.50	799.00
2658	389.50	799.00
2659	394.50	799.00
2660	398.50	799.00
2661	402.75	799.00
2662	408.50	799.00
2663	416.50	799.00
2664	417.50	799.00
2665	423.75	799.00
2666	434.50	799.00
2667	440.00	799.00
2668	451.75	799.00
2669	460.50	799.00
2670	462.00	799.00
2671	467.50	799.00
2672	473.25	799.00
2673	482.50	799.00
2674	487.00	799.00
2675	488.25	799.00
2676	492.75	799.00
2677	498.00	799.00
2678	505.00	799.00
2679	514.25	799.00
2680	520.50	799.00
2681	521.75	799.00
2682	525.50	799.00
2683	530.50	799.00
2684	532.25	799.00
2685	537.25	799.00
2686	544.00	799.00
2687	568.00	799.00
2688	593.25	799.00
2689	616.75	799.00
2690	618.00	799.00
2691	621.00	799.00
2692	627.50	799.00
2693	628.50	799.00
2694	639.75	799.00
2695	652.50	799.00
2696	654.25	799.00
2697	670.50	799.00
2698	672.00	799.00
2699	675.00	799.00
2700	680.75	799.00
2701	684.50	799.00
2702	690.50	799.00
2703	691.50	799.00
2704	704.08	798.95
2705	727.75	799.00
2706	729.00	799.00
2707	730.00	799.00
2708	733.25	799.00
2709	737.50	799.00
2710	767.00	799.00
2711	775.75	799.00
2712	777.25	799.00
2713	781.75	799.00
2714	788.25	799.00
2715	789.75	799.00
2716	795.25	799.00
2717	797.00	799.00
