Object_ID	x-center	y-center	aperture_radius	mag_F336W	mag_F555W	color
519	142.50	206.00	5.0	19.218	20.701	-1.483
520	375.96	208.46	5.0	18.396	19.835	-1.439
521	419.75	206.00	5.0	18.830	20.123	-1.293
522	430.75	206.25	5.0	19.114	20.538	-1.424
523	511.75	205.50	5.0	20.415	21.215	-0.800
524	634.75	205.50	5.0	19.806	21.536	-1.730
525	690.06	206.44	5.0	18.502	19.690	-1.188
526	177.15	207.05	5.0	18.897	20.235	-1.338
527	289.50	207.89	5.0	18.446	19.715	-1.269
529	768.50	207.61	5.0	18.669	20.017	-1.348
530	228.25	208.00	5.0	18.387	19.640	-1.253
531	346.00	208.25	5.0	18.905	20.504	-1.599
532	351.00	207.75	5.0	19.401	20.448	-1.047
533	662.75	208.75	5.0	18.605	19.643	-1.037
534	188.60	209.70	5.0	18.580	19.878	-1.298
535	384.48	209.35	5.0	18.052	19.631	-1.579
536	419.75	208.50	5.0	19.169	20.598	-1.429
537	459.21	210.40	5.0	17.368	18.314	-0.946
538	478.67	209.19	5.0	18.070	19.109	-1.039
539	590.08	208.67	5.0	19.867	20.804	-0.937
540	706.81	209.62	5.0	18.660	20.056	-1.396
541	784.04	209.76	5.0	18.473	19.737	-1.265
542	223.89	210.99	5.0	17.784	18.689	-0.905
543	285.00	209.50	5.0	18.668	20.375	-1.707
544	473.98	211.35	5.0	17.500	18.801	-1.301
545	559.33	210.67	5.0	17.993	19.728	-1.735
546	67.81	211.44	5.0	18.486	20.130	-1.644
547	392.18	211.89	5.0	18.872	20.800	-1.928
548	85.08	213.08	5.0	18.687	20.389	-1.702
549	206.60	212.95	5.0	19.731	21.135	-1.404
550	238.89	213.75	5.0	19.002	20.343	-1.341
551	276.08	212.92	5.0	19.217	20.525	-1.309
552	747.75	212.50	5.0	19.836	20.931	-1.095
553	377.27	215.30	5.0	18.359	19.903	-1.544
554	383.96	215.38	5.0	17.991	18.826	-0.836
555	632.83	213.67	5.0	19.549	20.887	-1.338
556	419.92	215.08	5.0	18.766	20.244	-1.477
557	559.24	216.37	5.0	17.872	19.229	-1.357
558	568.94	215.75	5.0	19.551	20.649	-1.097
559	270.25	215.50	5.0	19.642	21.135	-1.493
560	276.33	214.17	5.0	19.217	20.487	-1.270
561	311.04	216.76	5.0	18.489	19.839	-1.350
562	348.50	215.62	5.0	19.756	20.790	-1.034
563	409.32	219.32	5.0	15.802	15.713	0.089
564	461.77	216.13	5.0	18.824	19.437	-0.613
565	474.22	216.67	5.0	17.942	18.596	-0.654
566	632.50	214.50	5.0	19.603	21.004	-1.400
567	646.06	216.69	5.0	18.747	19.974	-1.228
568	683.92	216.08	5.0	19.133	20.328	-1.196
569	726.79	217.38	5.0	17.963	19.488	-1.525
570	757.83	216.17	5.0	21.069	21.391	-0.323
571	294.89	217.75	5.0	18.945	20.329	-1.385
572	322.33	216.92	5.0	18.735	20.291	-1.556
573	417.50	217.50	5.0	19.092	19.578	-0.486
574	470.70	218.60	5.0	18.685	19.689	-1.005
575	497.60	218.30	5.0	19.271	20.639	-1.368
576	605.67	217.67	5.0	18.755	20.146	-1.391
577	151.27	219.73	5.0	18.947	20.114	-1.167
578	440.00	219.25	5.0	18.602	20.249	-1.647
579	602.00	219.25	5.0	18.925	20.392	-1.467
580	780.52	220.30	5.0	17.900	19.339	-1.440
581	326.25	219.50	5.0	19.395	20.143	-0.749
582	424.60	220.51	5.0	18.425	19.545	-1.120
583	146.25	220.50	5.0	18.806	20.540	-1.734
584	399.33	221.33	5.0	20.110	20.900	-0.790
585	432.25	221.25	5.0	18.466	19.998	-1.533
586	615.71	224.55	5.0	15.710	16.883	-1.172
587	160.25	222.08	5.0	19.192	20.570	-1.377
589	491.25	222.75	5.0	18.371	19.876	-1.505
590	551.75	222.25	5.0	18.666	20.575	-1.909
591	693.75	222.25	5.0	19.455	20.744	-1.289
592	719.18	222.89	5.0	19.001	20.336	-1.336
593	209.50	222.50	5.0	21.379	21.977	-0.597
594	429.75	223.25	5.0	18.340	19.505	-1.166
595	504.50	223.00	5.0	19.234	20.597	-1.363
596	224.33	223.67	5.0	20.166	21.469	-1.303
597	382.75	223.50	5.0	19.773	21.326	-1.553
598	417.67	224.08	5.0	19.033	19.647	-0.613
599	446.67	224.33	5.0	20.285	21.950	-1.665
600	686.10	224.98	5.0	18.265	19.596	-1.331
601	772.18	226.29	5.0	16.278	16.645	-0.367
602	568.75	226.00	5.0	17.726	19.489	-1.763
603	126.00	226.50	5.0	18.582	20.545	-1.963
604	324.50	226.00	5.0	18.973	20.291	-1.318
605	190.09	229.75	5.0	16.346	17.028	-0.682
606	415.75	226.50	5.0	18.234	19.307	-1.073
607	549.31	227.19	5.0	17.558	19.223	-1.665
608	167.50	227.75	5.0	21.185	21.727	-0.541
609	350.44	228.39	5.0	18.785	20.148	-1.363
610	488.50	227.75	5.0	19.213	20.743	-1.531
611	575.17	228.42	5.0	19.583	20.145	-0.562
612	237.33	229.17	5.0	18.223	19.685	-1.463
613	340.83	229.33	5.0	20.342	21.394	-1.052
614	414.00	229.00	5.0	18.759	19.747	-0.988
615	468.90	229.38	5.0	18.279	19.616	-1.336
616	585.25	230.25	5.0	17.599	18.769	-1.170
617	295.75	230.75	5.0	18.198	19.403	-1.206
618	308.50	230.89	5.0	18.911	20.383	-1.472
619	481.06	232.78	5.0	15.609	17.653	-2.043
620	569.15	230.30	5.0	18.215	19.445	-1.230
621	607.31	230.19	5.0	18.720	20.065	-1.345
622	719.42	230.72	5.0	18.983	20.265	-1.282
623	128.67	231.33	5.0	19.956	20.753	-0.797
624	371.50	231.25	5.0	19.695	21.030	-1.335
625	385.70	232.19	5.0	17.669	18.544	-0.876
626	548.79	233.91	5.0	15.899	16.937	-1.038
627	673.58	231.83	5.0	19.279	20.562	-1.282
628	237.23	232.86	5.0	18.151	19.409	-1.258
629	375.50	231.50	5.0	20.117	21.265	-1.148
630	393.00	232.25	5.0	19.444	20.973	-1.529
631	758.31	232.44	5.0	18.572	19.960	-1.388
632	621.80	234.00	5.0	18.386	19.716	-1.330
633	157.67	234.33	5.0	20.319	21.473	-1.154
634	291.60	233.95	5.0	17.008	18.633	-1.625
635	468.50	234.38	5.0	19.199	19.759	-0.560
636	236.40	233.80	5.0	18.237	19.459	-1.223
637	267.67	235.33	5.0	20.357	21.717	-1.360
638	294.75	234.50	5.0	18.047	18.958	-0.912
639	449.19	235.92	5.0	18.176	19.637	-1.461
640	542.65	236.22	5.0	17.496	18.970	-1.474
641	745.75	235.25	5.0	19.428	20.866	-1.438
642	100.67	235.67	5.0	19.455	21.089	-1.634
643	201.89	236.50	5.0	18.944	20.218	-1.275
644	289.11	238.59	5.0	16.509	16.975	-0.465
645	274.60	238.30	5.0	19.135	20.484	-1.349
646	539.40	238.19	5.0	17.959	19.479	-1.520
647	577.77	239.10	5.0	18.126	19.678	-1.552
648	667.85	238.54	5.0	18.583	19.903	-1.320
649	681.17	238.42	5.0	18.784	20.189	-1.404
650	787.31	238.81	5.0	18.754	20.022	-1.269
651	796.31	238.69	5.0	18.848	20.107	-1.260
652	279.50	239.25	5.0	19.738	20.371	-0.633
653	607.00	239.25	5.0	18.499	20.286	-1.787
654	449.42	240.42	5.0	18.759	19.550	-0.791
655	655.75	239.50	5.0	19.442	21.122	-1.680
656	708.25	240.36	5.0	18.851	20.414	-1.563
657	770.57	240.86	5.0	18.073	19.638	-1.565
658	775.83	240.33	5.0	18.650	20.589	-1.938
659	184.67	241.33	5.0	19.968	21.202	-1.235
660	347.92	242.03	5.0	17.769	19.028	-1.259
661	460.50	240.50	5.0	19.992	21.538	-1.546
662	682.92	241.33	5.0	18.912	20.102	-1.190
663	715.50	241.75	5.0	17.895	19.590	-1.695
664	745.75	240.50	5.0	20.087	20.842	-0.754
665	369.47	243.06	5.0	18.469	19.984	-1.515
666	375.29	243.42	5.0	18.052	19.343	-1.291
667	428.29	242.15	5.0	18.342	19.701	-1.359
668	604.55	243.63	5.0	18.202	19.569	-1.367
669	624.61	245.24	5.0	16.210	16.757	-0.547
670	222.05	244.18	5.0	17.838	19.233	-1.395
671	76.89	244.96	5.0	18.448	20.077	-1.628
672	191.19	244.67	5.0	18.902	20.412	-1.511
673	342.00	244.25	5.0	19.692	20.770	-1.078
674	518.75	244.25	5.0	19.604	20.898	-1.294
675	656.67	244.33	5.0	19.124	20.818	-1.694
676	734.33	244.58	5.0	19.256	20.594	-1.339
677	756.19	244.81	5.0	18.512	19.972	-1.461
678	238.77	245.03	5.0	19.355	20.701	-1.346
679	350.27	245.73	5.0	18.160	18.957	-0.797
680	661.80	245.40	5.0	19.044	20.577	-1.533
681	765.02	245.05	5.0	18.287	19.920	-1.633
682	779.50	245.00	5.0	18.934	20.552	-1.618
683	396.67	246.33	5.0	20.295	21.223	-0.928
684	503.30	246.40	5.0	18.437	19.949	-1.512
685	526.75	252.43	5.0	15.824	16.875	-1.052
686	695.67	246.33	5.0	19.659	21.080	-1.422
687	713.75	246.00	5.0	18.693	19.631	-0.938
688	742.04	248.50	5.0	16.649	17.284	-0.635
689	770.31	247.19	5.0	18.332	19.410	-1.078
690	313.77	248.13	5.0	18.957	20.463	-1.505
691	435.00	248.50	5.0	20.169	21.307	-1.138
692	492.75	248.50	5.0	20.257	21.713	-1.456
693	532.50	249.89	5.0	17.995	19.181	-1.186
694	594.25	250.04	5.0	17.822	18.995	-1.173
695	319.75	249.50	5.0	19.409	20.434	-1.025
696	418.81	250.67	5.0	18.357	19.817	-1.459
697	667.88	250.40	5.0	18.065	19.913	-1.848
698	724.17	250.42	5.0	18.901	20.592	-1.692
699	789.75	249.50	5.0	21.379	23.282	-1.903
700	248.60	250.95	5.0	19.495	20.794	-1.299
701	263.29	252.16	5.0	17.739	19.325	-1.586
702	294.15	251.30	5.0	18.604	20.373	-1.770
703	361.60	250.95	5.0	19.535	20.684	-1.149
704	443.75	250.50	5.0	18.853	20.408	-1.555
705	731.50	252.54	5.0	17.551	18.660	-1.109
706	355.89	252.75	5.0	18.581	19.965	-1.384
707	190.25	253.89	5.0	18.855	20.270	-1.415
708	285.81	253.44	5.0	18.393	19.636	-1.242
709	419.67	251.67	5.0	18.392	19.931	-1.539
710	647.75	253.25	5.0	19.629	21.414	-1.785
711	716.83	253.17	5.0	19.578	20.798	-1.220
712	761.60	252.95	5.0	19.425	21.014	-1.589
713	416.75	254.00	5.0	18.537	19.858	-1.321
714	443.74	255.98	5.0	18.746	19.802	-1.056
715	617.75	254.50	5.0	20.166	21.376	-1.210
716	669.25	256.00	5.0	17.842	19.476	-1.634
717	730.00	253.25	5.0	17.616	18.780	-1.165
718	153.33	256.33	5.0	19.872	20.926	-1.054
719	275.81	256.67	5.0	18.978	20.698	-1.720
720	292.36	257.94	5.0	17.036	17.570	-0.533
721	343.67	256.33	5.0	19.493	21.342	-1.849
722	376.75	255.50	5.0	20.499	21.472	-0.973
723	501.08	255.67	5.0	19.093	20.824	-1.730
724	678.21	257.43	5.0	18.182	19.611	-1.429
725	125.24	257.94	5.0	17.399	18.693	-1.295
726	482.90	257.75	5.0	17.987	19.579	-1.592
727	85.89	258.75	5.0	18.597	20.152	-1.556
728	207.81	258.81	5.0	18.356	20.058	-1.702
729	231.27	259.33	5.0	17.558	18.715	-1.157
730	247.75	257.75	5.0	20.109	21.195	-1.086
731	635.75	257.50	5.0	20.947	22.124	-1.177
732	219.75	259.25	5.0	19.070	20.731	-1.661
733	427.75	258.50	5.0	20.072	21.501	-1.428
734	668.74	261.32	5.0	17.729	19.093	-1.364
735	775.31	259.81	5.0	18.313	20.100	-1.787
736	764.67	260.33	5.0	20.122	21.478	-1.356
737	77.50	261.75	5.0	18.560	20.473	-1.913
738	128.44	261.81	5.0	17.902	18.590	-0.688
739	572.64	261.75	5.0	18.341	20.145	-1.805
740	581.75	260.50	5.0	20.383	21.123	-0.740
741	612.25	261.36	5.0	18.801	20.077	-1.276
742	739.19	261.81	5.0	18.944	20.107	-1.163
743	752.00	260.75	5.0	19.775	21.200	-1.425
744	427.75	261.50	5.0	20.210	21.384	-1.174
745	472.75	262.00	5.0	19.363	21.021	-1.658
746	265.25	264.00	5.0	18.631	19.993	-1.363
747	277.75	263.36	5.0	18.833	20.474	-1.641
748	316.67	263.33	5.0	18.889	20.183	-1.295
749	333.19	263.81	5.0	18.533	20.072	-1.539
750	376.25	263.00	5.0	18.774	20.237	-1.463
751	532.25	263.42	5.0	18.935	20.829	-1.894
752	653.75	263.25	5.0	18.589	20.361	-1.773
753	210.25	264.25	5.0	18.089	19.704	-1.614
754	227.17	264.42	5.0	18.866	19.993	-1.127
755	287.87	264.77	5.0	18.621	20.278	-1.657
756	575.67	264.33	5.0	18.618	20.066	-1.448
757	779.35	263.95	5.0	18.676	20.086	-1.410
758	160.74	267.07	5.0	16.742	17.417	-0.675
759	594.75	264.75	5.0	18.781	20.572	-1.791
760	647.86	265.70	5.0	18.366	19.873	-1.507
761	663.75	264.50	5.0	19.355	20.654	-1.299
762	417.33	266.67	5.0	18.796	20.313	-1.516
763	487.67	266.44	5.0	18.024	19.252	-1.228
764	514.92	266.08	5.0	19.014	20.556	-1.542
765	654.00	264.50	5.0	18.650	20.131	-1.481
766	100.60	266.95	5.0	18.145	20.123	-1.978
767	282.50	267.00	5.0	18.989	20.259	-1.270
768	306.83	267.83	5.0	18.837	20.401	-1.564
769	340.15	267.05	5.0	18.912	20.517	-1.605
770	373.60	266.70	5.0	18.248	20.005	-1.757
771	404.50	266.50	5.0	20.592	21.519	-0.927
772	483.83	266.67	5.0	18.249	19.820	-1.570
773	552.60	266.95	5.0	18.199	19.525	-1.326
774	696.27	269.24	5.0	15.898	16.949	-1.051
775	783.75	267.00	5.0	19.136	20.394	-1.257
776	210.56	269.21	5.0	18.413	19.539	-1.126
777	291.75	268.25	5.0	18.757	19.972	-1.214
778	565.92	268.83	5.0	18.982	20.782	-1.800
779	596.60	268.20	5.0	18.748	20.217	-1.469
780	654.67	268.33	5.0	19.493	20.260	-0.768
781	317.94	270.73	5.0	16.432	16.893	-0.460
782	335.33	269.33	5.0	18.776	20.031	-1.255
783	489.75	269.25	5.0	18.411	19.510	-1.099
784	540.00	269.25	5.0	18.714	19.853	-1.140
785	606.50	269.12	5.0	19.822	21.435	-1.613
786	643.15	269.30	5.0	18.999	20.218	-1.220
787	799.00	268.50	5.0	18.783	20.296	-1.514
788	103.81	270.67	5.0	18.367	19.662	-1.295
789	175.67	270.33	5.0	20.194	21.066	-0.872
790	411.50	270.38	5.0	19.553	21.093	-1.540
791	442.75	269.50	5.0	21.544	21.719	-0.175
792	495.50	269.50	5.0	20.469	24.121	-3.652
793	535.40	270.73	5.0	18.376	19.899	-1.523
794	549.18	272.51	5.0	16.360	16.897	-0.537
795	723.60	269.95	5.0	19.233	20.673	-1.440
796	260.50	271.50	5.0	19.616	20.784	-1.168
797	294.50	271.50	5.0	18.930	20.444	-1.514
798	372.44	272.00	5.0	17.969	19.375	-1.406
799	637.00	271.25	5.0	19.247	20.493	-1.247
800	671.25	271.11	5.0	18.635	19.938	-1.303
801	460.65	272.52	5.0	18.549	19.563	-1.013
802	756.83	272.17	5.0	19.043	20.229	-1.186
803	798.00	272.74	5.0	18.826	20.025	-1.199
804	147.75	272.75	5.0	20.255	21.272	-1.017
805	306.58	273.58	5.0	20.140	20.587	-0.447
806	335.50	271.00	5.0	19.142	20.649	-1.507
807	344.56	273.44	5.0	18.356	19.316	-0.959
808	398.05	273.40	5.0	19.131	20.531	-1.400
809	576.40	273.30	5.0	19.501	21.048	-1.547
810	593.52	278.11	5.0	16.196	16.843	-0.647
811	506.17	274.42	5.0	18.235	20.344	-2.109
812	691.83	273.67	5.0	18.244	18.942	-0.698
813	432.00	274.50	5.0	19.510	20.897	-1.387
814	190.50	276.50	5.0	19.684	20.796	-1.111
815	374.60	276.30	5.0	19.063	19.573	-0.509
816	419.85	276.40	5.0	18.180	19.356	-1.176
817	173.50	277.00	5.0	19.609	20.862	-1.254
818	295.75	276.50	5.0	20.209	20.899	-0.690
819	479.20	277.60	5.0	18.668	18.848	-0.181
820	281.50	278.50	5.0	19.413	20.871	-1.458
821	412.05	278.40	5.0	18.748	20.544	-1.797
822	496.00	278.25	5.0	19.309	21.139	-1.830
823	246.75	278.75	5.0	18.892	20.361	-1.469
824	308.25	279.00	5.0	19.599	21.729	-2.129
825	315.03	280.19	5.0	17.961	19.218	-1.257
826	423.75	279.25	5.0	18.255	19.072	-0.817
827	472.54	282.45	5.0	15.644	15.142	0.503
828	492.08	278.67	5.0	19.099	21.423	-2.324
829	505.25	279.75	5.0	18.296	19.702	-1.406
830	565.75	278.50	5.0	18.519	20.440	-1.921
831	656.87	279.88	5.0	17.871	19.391	-1.521
832	704.75	278.50	5.0	20.931	21.093	-0.162
833	721.48	279.47	5.0	18.394	19.826	-1.432
834	354.36	281.39	5.0	17.083	17.671	-0.589
835	56.50	281.38	5.0	18.883	20.680	-1.797
836	249.60	280.95	5.0	19.090	20.437	-1.346
837	608.62	281.96	5.0	18.049	19.512	-1.463
838	736.17	281.42	5.0	18.852	20.406	-1.554
839	198.40	282.30	5.0	18.423	20.208	-1.785
840	389.17	282.42	5.0	18.941	20.381	-1.441
841	416.86	284.93	5.0	15.906	16.947	-1.041
842	580.67	282.33	5.0	19.568	21.666	-2.098
843	604.75	281.50	5.0	18.062	19.806	-1.744
844	757.08	282.33	5.0	19.977	21.581	-1.604
845	790.24	286.05	5.0	15.526	16.016	-0.489
846	480.50	280.75	5.0	18.904	18.557	0.347
847	521.67	283.08	5.0	18.547	20.188	-1.641
848	563.50	283.00	5.0	18.342	19.757	-1.416
849	656.15	283.30	5.0	18.027	19.367	-1.340
850	664.75	282.50	5.0	19.475	21.496	-2.022
851	300.75	283.50	5.0	20.367	23.930	-3.563
852	311.66	286.52	5.0	16.478	17.059	-0.581
853	361.08	284.81	5.0	18.699	19.814	-1.116
854	397.11	284.75	5.0	19.004	20.709	-1.704
855	451.39	285.29	5.0	18.981	20.900	-1.919
856	598.90	285.50	5.0	18.427	18.422	0.004
857	715.75	285.25	5.0	18.504	20.186	-1.682
858	100.50	286.50	5.0	18.666	20.335	-1.668
859	183.50	286.50	5.0	18.640	19.898	-1.258
860	200.66	286.95	5.0	18.417	19.415	-0.998
861	463.61	286.93	5.0	17.633	18.334	-0.701
862	570.15	286.75	5.0	18.352	19.736	-1.384
863	165.30	287.50	5.0	18.201	19.026	-0.825
864	285.00	287.00	5.0	19.309	20.551	-1.242
865	530.75	287.00	5.0	19.386	20.782	-1.396
866	644.50	287.25	5.0	20.568	21.460	-0.893
867	487.60	287.95	5.0	19.251	22.117	-2.866
868	523.42	288.42	5.0	18.920	19.984	-1.064
869	608.75	287.50	5.0	20.159	20.211	-0.052
870	665.25	287.75	5.0	18.785	20.313	-1.528
871	74.00	289.94	5.0	18.323	20.110	-1.787
872	215.40	289.16	5.0	18.607	19.581	-0.973
873	506.00	289.25	5.0	19.107	21.197	-2.090
874	438.67	290.33	5.0	17.524	19.452	-1.928
875	670.50	290.50	5.0	18.065	19.074	-1.009
876	673.75	289.50	5.0	18.019	19.062	-1.044
877	716.92	290.08	5.0	18.847	20.051	-1.204
878	140.50	291.50	5.0	18.876	20.377	-1.501
879	356.00	290.75	5.0	19.129	20.423	-1.295
880	430.60	291.30	5.0	19.436	21.162	-1.726
881	442.47	292.83	5.0	17.363	18.369	-1.006
882	473.78	292.77	5.0	17.557	18.291	-0.734
883	551.50	291.38	5.0	19.110	20.427	-1.317
884	586.83	290.67	5.0	20.247	21.295	-1.048
886	273.81	292.81	5.0	18.567	19.914	-1.347
887	297.17	292.42	5.0	18.957	20.717	-1.760
888	330.67	292.98	5.0	18.468	20.029	-1.562
889	605.40	295.29	5.0	17.576	19.045	-1.469
890	660.50	293.00	5.0	20.059	21.484	-1.425
891	163.50	294.50	5.0	18.451	19.218	-0.766
892	587.75	293.50	5.0	18.409	20.621	-2.212
893	687.60	293.95	5.0	18.889	20.659	-1.770
894	755.02	295.13	5.0	17.306	18.324	-1.018
895	68.90	296.10	5.0	18.279	20.045	-1.765
896	138.33	294.67	5.0	18.138	19.927	-1.788
897	386.81	295.38	5.0	17.900	18.976	-1.075
898	452.60	294.95	5.0	19.314	21.720	-2.406
899	507.33	295.67	5.0	18.475	19.804	-1.329
900	551.50	294.50	5.0	19.160	20.395	-1.235
901	232.56	296.44	5.0	18.575	19.904	-1.329
902	484.50	296.00	5.0	19.763	20.659	-0.896
903	611.75	296.50	5.0	19.167	20.287	-1.120
904	623.00	295.50	5.0	20.026	21.022	-0.996
905	694.65	297.05	5.0	17.977	19.006	-1.030
906	359.50	297.25	5.0	20.796	21.358	-0.562
907	650.75	296.50	5.0	20.670	23.672	-3.001
908	327.25	298.00	5.0	18.791	19.984	-1.193
909	384.50	298.50	5.0	17.811	18.849	-1.038
910	573.25	297.62	5.0	18.974	20.580	-1.606
911	587.83	298.17	5.0	18.264	19.839	-1.575
912	135.89	299.50	5.0	18.433	20.062	-1.629
913	545.67	299.33	5.0	18.819	20.804	-1.984
914	733.60	298.95	5.0	19.425	20.579	-1.154
915	674.67	301.42	5.0	19.251	20.714	-1.463
916	694.67	301.33	5.0	18.614	19.237	-0.623
917	779.25	301.85	5.0	18.286	19.769	-1.482
918	172.75	301.75	5.0	20.206	21.169	-0.964
919	239.35	302.35	5.0	18.690	19.644	-0.954
920	508.92	302.67	5.0	19.040	20.435	-1.395
921	523.25	302.75	5.0	18.551	20.232	-1.681
922	585.50	302.00	5.0	18.608	19.999	-1.390
923	667.82	302.80	5.0	17.845	19.448	-1.603
924	114.82	303.11	5.0	18.303	19.783	-1.481
925	296.33	303.19	5.0	18.336	19.999	-1.663
926	601.50	302.62	5.0	20.045	23.107	-3.062
927	650.50	303.00	5.0	19.387	20.591	-1.204
928	660.30	303.85	5.0	18.293	20.105	-1.812
929	785.58	303.92	5.0	18.699	20.444	-1.745
930	547.25	304.36	5.0	18.716	20.176	-1.460
931	563.75	303.50	5.0	20.347	21.143	-0.796
932	612.83	303.67	5.0	20.405	21.141	-0.736
933	725.75	304.25	5.0	19.955	20.973	-1.019
934	96.33	305.08	5.0	18.956	20.917	-1.961
935	442.50	305.38	5.0	20.077	21.484	-1.407
936	463.25	305.00	5.0	18.684	20.394	-1.709
937	577.54	306.88	5.0	18.320	20.071	-1.751
938	529.65	307.11	5.0	18.034	19.304	-1.270
939	711.50	305.50	5.0	20.195	21.268	-1.073
940	742.67	306.33	5.0	20.114	21.199	-1.085
941	400.89	307.50	5.0	19.213	20.581	-1.368
942	472.96	308.52	5.0	17.774	19.230	-1.457
943	483.27	307.73	5.0	18.511	20.303	-1.793
944	542.40	307.30	5.0	18.107	19.777	-1.670
945	701.52	308.95	5.0	18.058	19.430	-1.372
946	205.25	309.75	5.0	18.586	20.071	-1.486
947	208.75	308.50	5.0	18.597	20.189	-1.592
948	322.75	308.50	5.0	19.733	20.924	-1.192
949	663.64	309.75	5.0	18.597	19.833	-1.235
950	216.25	310.00	5.0	19.051	20.435	-1.384
951	689.83	310.33	5.0	19.959	21.995	-2.036
952	784.38	311.20	5.0	17.638	19.159	-1.521
953	67.05	311.40	5.0	18.862	20.846	-1.984
954	160.25	310.50	5.0	19.612	20.920	-1.308
955	422.33	311.19	5.0	18.931	20.166	-1.236
956	543.19	311.19	5.0	18.232	19.684	-1.452
957	574.60	311.30	5.0	18.449	20.010	-1.561
958	790.14	311.43	5.0	18.137	19.437	-1.300
959	239.45	313.07	5.0	17.522	18.970	-1.448
960	318.00	312.50	5.0	18.990	20.368	-1.378
961	530.25	312.11	5.0	18.642	19.420	-0.779
962	775.25	312.50	5.0	18.542	20.084	-1.542
963	152.75	313.25	5.0	18.881	20.306	-1.425
964	257.00	313.00	5.0	19.552	20.771	-1.219
965	290.19	313.67	5.0	18.999	20.319	-1.321
966	295.75	313.00	5.0	19.207	20.097	-0.890
967	385.50	312.50	5.0	20.172	21.665	-1.493
968	415.33	313.81	5.0	18.947	20.290	-1.342
969	671.76	315.39	5.0	16.416	16.821	-0.405
970	84.08	314.81	5.0	18.828	19.859	-1.031
971	209.75	313.50	5.0	19.854	20.373	-0.519
972	549.83	316.04	5.0	17.115	18.110	-0.994
973	751.75	314.25	5.0	19.842	21.047	-1.205
974	280.60	315.90	5.0	18.018	19.841	-1.823
975	522.75	314.75	5.0	18.770	20.922	-2.151
976	745.67	316.33	5.0	19.908	21.033	-1.125
977	448.92	317.08	5.0	18.375	20.210	-1.835
978	495.00	318.36	5.0	17.382	18.274	-0.893
979	577.19	317.97	5.0	17.826	19.005	-1.179
980	717.00	317.75	5.0	18.811	20.167	-1.356
981	230.49	318.71	5.0	18.505	19.412	-0.906
982	523.94	319.06	5.0	18.517	19.742	-1.225
983	689.00	321.58	5.0	16.812	18.526	-1.713
984	279.75	320.75	5.0	17.971	19.301	-1.330
985	282.17	317.83	5.0	17.936	19.415	-1.479
986	366.89	320.75	5.0	18.517	19.897	-1.381
987	511.36	319.79	5.0	19.196	20.624	-1.428
988	789.33	319.92	5.0	18.501	20.117	-1.616
989	201.75	321.00	5.0	19.450	21.122	-1.671
990	519.19	321.56	5.0	18.332	19.861	-1.529
991	534.75	321.50	5.0	19.461	21.638	-2.177
992	376.21	322.92	5.0	18.013	18.940	-0.927
993	403.92	322.08	5.0	19.217	20.567	-1.350
994	795.50	322.00	5.0	18.989	20.108	-1.118
995	71.73	323.27	5.0	18.951	20.295	-1.344
996	149.75	323.00	5.0	20.021	21.011	-0.989
997	207.36	324.07	5.0	18.513	20.035	-1.522
998	222.50	322.50	5.0	21.594	21.624	-0.029
999	470.08	322.67	5.0	19.674	20.651	-0.977
1000	557.25	323.11	5.0	18.189	19.802	-1.612
1001	576.17	323.69	5.0	17.589	18.797	-1.207
1002	731.67	323.33	5.0	20.167	22.395	-2.228
1003	769.04	323.76	5.0	18.357	19.639	-1.282
1004	790.33	321.17	5.0	18.225	19.912	-1.687
1005	281.50	324.75	5.0	18.892	19.851	-0.959
1006	501.75	325.00	5.0	19.775	20.814	-1.039
1007	561.50	325.42	5.0	18.614	19.717	-1.103
1008	646.45	327.59	5.0	15.984	16.088	-0.105
1009	111.75	326.25	5.0	20.146	21.422	-1.276
1010	265.00	326.00	5.0	18.657	20.043	-1.385
1011	313.11	329.99	5.0	16.792	17.529	-0.737
1012	320.50	325.50	5.0	18.353	20.018	-1.665
1013	425.67	326.44	5.0	18.295	19.216	-0.921
1014	488.25	326.00	5.0	18.862	20.324	-1.461
1015	721.36	326.34	5.0	18.391	19.975	-1.584
1016	101.05	327.40	5.0	19.478	20.819	-1.341
1017	237.67	328.08	5.0	18.738	20.094	-1.357
1018	516.75	326.50	5.0	19.745	20.834	-1.090
1019	705.64	327.75	5.0	18.691	20.113	-1.423
1020	87.44	328.92	5.0	18.663	19.810	-1.146
1021	207.00	328.50	5.0	18.989	20.155	-1.166
1022	247.73	328.27	5.0	19.156	20.846	-1.690
1023	668.40	328.27	5.0	18.888	20.287	-1.399
1024	724.83	327.67	5.0	18.542	19.942	-1.400
1025	142.15	329.30	5.0	19.055	20.527	-1.472
1026	321.05	329.40	5.0	18.293	19.596	-1.304
1027	389.08	328.67	5.0	19.226	20.513	-1.287
1028	446.61	329.88	5.0	18.207	19.602	-1.396
1030	541.31	329.56	5.0	18.901	20.451	-1.551
1031	561.50	327.25	5.0	18.862	19.931	-1.070
1032	688.56	326.97	5.0	17.059	18.568	-1.509
1033	173.57	330.23	5.0	18.395	19.877	-1.482
1034	190.50	330.00	5.0	19.096	20.300	-1.204
1035	754.75	331.00	5.0	19.368	20.595	-1.227
1036	472.50	332.00	5.0	19.227	20.793	-1.566
1037	690.31	333.00	5.0	18.288	19.686	-1.398
