ID	x	y	ap_radius	mag_F336W	mag_F555W	color
1756	91.83	709.65	5.0	18.112	18.481	-0.368
1757	205.47	708.60	5.0	18.551	19.030	-0.479
1758	57.00	708.50	5.0	18.997	19.559	-0.561
1759	75.50	709.75	5.0	18.684	19.355	-0.671
1760	368.66	711.23	5.0	17.986	18.361	-0.375
1761	464.61	710.18	5.0	19.994	19.698	0.295
1762	588.71	709.43	5.0	21.855	22.421	-0.566
1763	726.80	710.11	5.0	20.823	20.863	-0.040
1764	263.30	710.27	5.0	19.186	20.696	-1.510
1765	653.20	708.71	5.0	19.544	19.366	0.178
1766	119.20	711.27	5.0	19.300	19.910	-0.610
1767	665.35	713.33	5.0	18.265	18.914	-0.649
1768	212.07	713.25	5.0	19.431	19.682	-0.252
1769	295.18	712.40	5.0	19.159	21.039	-1.880
1770	54.56	716.95	5.0	16.857	16.941	-0.084
1771	281.93	713.79	5.0	18.600	19.833	-1.233
1772	476.17	715.31	5.0	17.662	17.687	-0.025
1773	656.45	712.95	5.0	20.483	20.411	0.072
1774	775.22	713.91	5.0	18.224	19.127	-0.903
1775	315.12	713.38	5.0	19.415	21.231	-1.815
1776	585.49	715.10	5.0	19.800	20.407	-0.608
1777	125.93	714.47	5.0	19.309	19.968	-0.659
1778	431.57	715.75	5.0	20.637	21.112	-0.475
1779	466.85	717.10	5.0	18.996	19.028	-0.031
1780	614.18	716.86	5.0	20.344	19.982	0.362
1781	378.60	722.81	5.0	17.014	17.198	-0.183
1782	647.50	718.82	5.0	17.736	18.177	-0.440
1783	769.64	717.25	5.0	18.952	20.274	-1.321
1784	436.33	718.92	5.0	22.052	19.975	2.077
1785	284.83	720.17	5.0	18.976	20.400	-1.424
1786	681.35	721.80	5.0	19.016	19.334	-0.318
1787	86.69	723.49	5.0	17.970	18.573	-0.603
1788	242.30	721.50	5.0	19.755	19.952	-0.196
1789	399.40	720.07	5.0	19.053	19.548	-0.495
1790	565.40	720.91	5.0	20.530	20.995	-0.465
1791	333.97	724.53	5.0	18.576	19.157	-0.580
1792	389.92	723.32	5.0	19.229	19.697	-0.467
1793	418.80	725.40	5.0	18.751	19.552	-0.801
1794	491.28	723.65	5.0	18.794	19.338	-0.544
1795	447.12	725.12	5.0	19.833	19.548	0.284
1796	595.03	727.92	5.0	18.055	18.485	-0.430
1797	268.27	726.42	5.0	18.548	20.078	-1.530
1798	151.78	730.34	5.0	18.040	18.540	-0.499
1799	437.54	731.81	5.0	17.968	18.366	-0.398
1800	553.18	731.45	5.0	20.309	22.083	-1.774
1801	250.22	729.76	5.0	18.775	20.016	-1.241
1802	341.98	730.70	5.0	18.270	18.593	-0.323
1803	720.51	730.06	5.0	19.174	19.301	-0.127
1804	283.65	735.01	5.0	17.482	18.023	-0.541
1805	478.55	731.18	5.0	18.048	18.388	-0.341
1806	777.27	731.42	5.0	18.679	20.175	-1.497
1807	191.63	732.28	5.0	17.828	18.478	-0.650
1808	328.07	732.02	5.0	19.176	19.393	-0.218
1809	431.35	731.55	5.0	19.631	19.628	0.004
1810	508.09	734.93	5.0	16.761	17.097	-0.337
1811	527.42	731.58	5.0	19.316	20.094	-0.778
1812	273.38	733.76	5.0	18.465	18.079	0.386
1813	376.51	734.01	5.0	18.042	18.343	-0.301
1814	729.15	734.78	5.0	17.458	18.047	-0.589
1815	101.40	733.75	5.0	18.856	19.534	-0.678
1816	232.53	734.11	5.0	20.325	20.414	-0.089
1817	364.08	732.83	5.0	20.968	19.748	1.219
1818	620.44	734.14	5.0	19.611	19.513	0.099
1819	387.35	734.19	5.0	20.248	21.194	-0.946
1820	795.83	733.63	5.0	19.171	20.695	-1.524
1821	466.19	738.69	5.0	17.868	18.156	-0.287
1822	491.92	735.10	5.0	19.786	19.887	-0.101
1823	107.25	735.92	5.0	19.480	19.820	-0.340
1824	289.21	736.74	5.0	19.416	18.807	0.609
1825	361.64	736.54	5.0	20.319	19.642	0.678
1826	476.62	737.88	5.0	19.553	19.612	-0.059
1827	595.47	737.47	5.0	18.987	20.779	-1.792
1828	60.92	738.08	5.0	19.214	20.285	-1.070
1829	84.08	738.20	5.0	19.090	20.137	-1.047
1830	205.00	737.92	5.0	18.783	20.398	-1.614
1831	158.90	741.24	5.0	19.065	18.946	0.119
1832	447.79	739.88	5.0	18.906	19.008	-0.101
1833	139.64	743.50	5.0	16.962	16.929	0.033
1834	208.25	743.97	5.0	17.962	18.630	-0.667
1835	647.52	740.42	5.0	23.175	20.440	2.735
1836	152.64	742.05	5.0	18.183	18.510	-0.327
1837	238.42	741.38	5.0	19.365	19.905	-0.540
1838	594.09	743.53	5.0	17.930	18.449	-0.519
1839	78.85	744.57	5.0	17.727	18.295	-0.568
1840	692.15	743.45	5.0	18.157	18.508	-0.351
1841	779.82	742.27	5.0	21.149	19.650	1.499
1842	283.05	744.69	5.0	19.448	19.383	0.065
1843	328.37	743.11	5.0	20.059	20.002	0.057
1844	473.67	742.67	5.0	21.780	20.254	1.527
1845	532.71	744.05	5.0	18.979	19.770	-0.791
1846	658.33	745.06	5.0	18.489	19.214	-0.725
1847	717.95	744.27	5.0	19.759	19.748	0.011
1848	772.66	745.84	5.0	16.932	16.879	0.053
1849	521.69	744.73	5.0	19.997	19.878	0.119
1850	709.44	744.65	5.0	19.546	19.532	0.014
1851	748.89	745.38	5.0	18.764	19.047	-0.283
1852	724.00	745.86	5.0	21.703	20.472	1.231
1853	238.91	748.89	5.0	17.713	18.436	-0.723
1854	350.03	747.13	5.0	19.280	19.738	-0.458
1855	305.56	747.56	5.0	18.644	19.817	-1.173
1856	754.85	749.65	5.0	17.775	18.528	-0.754
1857	636.26	749.82	5.0	19.931	19.691	0.240
1858	447.12	749.58	5.0	21.057	20.098	0.960
1859	603.13	749.26	5.0	22.723	20.761	1.962
1860	701.94	750.64	5.0	19.490	19.428	0.062
1861	522.18	750.36	5.0	20.098	19.907	0.190
1862	76.92	751.00	5.0	19.096	20.529	-1.433
1863	189.73	751.27	5.0	19.267	20.717	-1.450
1864	455.54	755.22	5.0	17.443	17.772	-0.329
1865	597.72	752.50	5.0	19.039	19.292	-0.253
1866	258.32	752.71	5.0	19.381	20.200	-0.819
1867	715.76	752.67	5.0	20.248	19.930	0.318
1868	144.04	753.73	5.0	20.116	19.860	0.257
1869	307.36	756.18	5.0	18.269	19.024	-0.755
1870	418.15	757.79	5.0	18.236	19.028	-0.792
1871	97.33	755.33	5.0	19.658	20.507	-0.849
1872	114.91	756.51	5.0	18.557	18.632	-0.075
1873	207.76	756.91	5.0	18.037	18.276	-0.239
1874	724.00	754.50	5.0	23.513	21.333	2.181
1875	434.07	759.79	5.0	18.098	18.666	-0.567
1876	441.11	758.63	5.0	18.597	19.033	-0.435
1877	358.31	758.82	5.0	18.923	19.738	-0.815
1878	201.82	760.93	5.0	19.014	20.067	-1.054
1879	593.76	762.68	5.0	18.989	19.517	-0.529
1880	122.86	762.94	5.0	18.420	19.705	-1.285
1881	179.43	762.95	5.0	17.956	18.667	-0.711
1882	74.98	767.46	5.0	15.839	15.403	0.437
1883	392.10	763.88	5.0	19.873	19.792	0.082
1884	145.12	764.54	5.0	18.603	19.883	-1.280
1885	423.41	773.84	5.0	16.185	16.162	0.023
1886	677.72	766.81	5.0	18.127	18.540	-0.413
1887	212.77	768.64	5.0	18.942	19.485	-0.543
1888	447.44	767.40	5.0	18.192	18.695	-0.503
1889	630.26	766.14	5.0	22.344	20.079	2.265
1890	399.78	769.35	5.0	18.670	19.340	-0.670
1891	458.39	770.50	5.0	18.585	19.369	-0.784
1892	599.29	772.59	5.0	18.304	18.675	-0.371
1893	780.63	769.84	5.0	18.146	18.961	-0.816
1894	111.58	769.53	5.0	18.898	20.207	-1.309
1895	739.58	770.19	5.0	19.005	18.954	0.051
1896	60.23	774.64	5.0	16.827	16.820	0.007
1897	471.00	770.81	5.0	19.738	20.959	-1.221
1898	248.14	770.82	5.0	19.161	20.539	-1.379
1899	479.95	770.48	5.0	19.163	19.795	-0.632
1900	766.80	776.71	5.0	15.334	15.431	-0.096
1901	504.06	774.11	5.0	18.238	18.649	-0.411
1902	571.72	774.09	5.0	19.792	20.319	-0.527
1903	626.06	772.89	5.0	18.892	20.310	-1.417
1904	797.62	773.50	5.0	19.194	20.372	-1.178
1905	700.93	773.87	5.0	19.034	20.555	-1.521
1906	188.26	775.65	5.0	19.182	20.414	-1.232
1907	363.75	774.75	5.0	19.362	20.868	-1.506
1908	482.90	775.97	5.0	20.666	20.354	0.312
1909	528.79	775.64	5.0	18.919	20.015	-1.096
1910	313.08	775.42	5.0	19.096	19.853	-0.757
1911	327.57	777.04	5.0	18.162	19.084	-0.922
1912	474.11	777.61	5.0	18.911	19.250	-0.339
1913	567.93	776.03	5.0	19.622	19.834	-0.212
1914	679.99	780.72	5.0	16.555	17.222	-0.667
1915	605.08	777.94	5.0	19.934	19.572	0.362
1916	640.81	777.29	5.0	19.117	21.092	-1.975
1917	83.27	779.03	5.0	21.831	19.905	1.926
1918	384.06	779.34	5.0	19.411	20.556	-1.145
1919	452.17	778.75	5.0	21.644	20.095	1.550
1920	611.36	780.40	5.0	18.837	20.033	-1.196
1921	392.25	779.75	5.0	20.218	19.881	0.337
1922	491.05	782.25	5.0	18.427	18.997	-0.570
1923	594.16	781.20	5.0	19.192	20.029	-0.837
1924	435.66	783.56	5.0	18.434	18.678	-0.244
1925	458.74	782.42	5.0	19.749	19.900	-0.150
1926	541.17	782.00	5.0	19.053	21.432	-2.379
1927	722.37	783.71	5.0	18.098	18.462	-0.363
1928	732.09	783.44	5.0	19.431	19.381	0.050
1929	388.90	784.16	5.0	19.451	19.340	0.111
1930	245.47	786.99	5.0	17.258	17.956	-0.698
1931	520.48	784.36	5.0	18.757	19.934	-1.177
1932	177.36	788.65	5.0	16.895	16.954	-0.060
1933	80.00	786.65	5.0	19.318	20.457	-1.139
1934	337.00	787.27	5.0	19.029	20.209	-1.180
1935	352.38	789.59	5.0	18.578	19.631	-1.053
1936	381.08	790.58	5.0	16.482	16.495	-0.013
1937	489.25	787.87	5.0	18.489	19.300	-0.811
1938	657.78	789.22	5.0	17.300	17.495	-0.195
1939	163.44	787.81	5.0	19.335	20.865	-1.529
1940	726.90	789.75	5.0	18.797	18.976	-0.179
1941	688.30	790.38	5.0	18.966	19.219	-0.253
1942	792.10	790.80	5.0	18.289	19.309	-1.020
1943	601.68	791.87	5.0	19.273	19.748	-0.475
1944	265.11	792.98	5.0	18.776	20.167	-1.391
1945	298.13	796.00	5.0	16.300	17.083	-0.783
1946	61.99	796.00	5.0	16.894	17.216	-0.322
1947	88.19	794.36	5.0	19.388	18.310	1.078
1948	685.08	795.25	5.0	16.950	17.889	-0.938
1949	779.60	794.54	5.0	17.691	18.304	-0.612
1950	282.21	797.39	5.0	16.352	16.828	-0.476
1951	625.23	794.65	5.0	17.974	18.747	-0.772
1952	633.12	795.85	5.0	19.316	18.031	1.285
1953	339.90	796.30	5.0	18.180	17.762	0.418
1954	359.55	798.30	5.0	17.338	18.036	-0.698
1955	720.38	798.65	5.0	16.118	17.595	-1.477
1956	525.91	798.83	5.0	16.922	18.127	-1.205
1957	687.68	798.54	5.0	17.336	17.489	-0.153
1958	98.75	799.00	5.0	17.474	18.887	-1.413
1959	116.50	799.00	5.0	21.066	19.176	1.890
1960	126.50	799.00	5.0	18.129	18.803	-0.674
1961	424.00	799.00	5.0	17.831	17.642	0.189
1962	460.00	799.00	5.0	19.703	18.143	1.560
1963	466.75	799.00	5.0	19.954	18.513	1.441
1964	639.50	799.00	5.0	18.259	18.940	-0.680
1965	655.00	799.00	5.0	17.981	17.932	0.050
1966	782.50	799.00	5.0	16.754	18.026	-1.271
1967	794.23	798.56	5.0	16.387	17.327	-0.940
