ID	x	y	ap_radius	mag_F336W	mag_F555W	color
742	226.42	307.17	5.0	22.765	20.527	2.237
743	400.65	307.48	5.0	18.583	19.071	-0.488
744	194.25	308.12	5.0	21.124	21.178	-0.055
745	322.32	308.49	5.0	18.912	19.334	-0.422
746	216.16	310.04	5.0	18.436	18.897	-0.460
747	67.18	311.51	5.0	18.544	19.305	-0.760
748	421.96	310.23	5.0	18.233	18.595	-0.361
749	594.37	309.23	5.0	19.640	20.051	-0.411
750	690.20	310.52	5.0	19.314	20.443	-1.128
751	239.48	313.19	5.0	16.906	17.435	-0.529
752	317.70	312.43	5.0	18.400	18.827	-0.426
753	644.98	311.27	5.0	21.504	20.597	0.907
754	50.80	313.08	5.0	18.669	19.593	-0.924
755	256.84	312.94	5.0	18.929	19.243	-0.314
756	385.10	312.40	5.0	19.540	20.098	-0.559
757	428.79	312.08	5.0	19.341	19.386	-0.045
758	83.59	314.64	5.0	18.180	18.319	-0.139
759	330.25	313.83	5.0	19.603	19.734	-0.131
760	394.58	313.01	5.0	20.095	19.833	0.261
761	415.04	313.92	5.0	18.341	18.762	-0.421
762	521.17	318.88	5.0	17.279	17.874	-0.595
763	751.76	314.02	5.0	19.249	19.523	-0.274
764	280.35	319.63	5.0	17.189	17.736	-0.547
765	716.85	317.59	5.0	18.205	18.635	-0.430
766	447.42	316.62	5.0	17.523	18.626	-1.104
767	496.31	319.71	5.0	16.747	16.716	0.031
768	745.27	316.22	5.0	19.279	19.503	-0.224
769	230.38	318.04	5.0	17.897	17.884	0.014
770	382.14	317.08	5.0	20.423	20.546	-0.123
771	469.68	316.89	5.0	19.561	19.806	-0.244
772	688.38	327.41	5.0	16.410	17.044	-0.634
773	76.69	320.09	5.0	19.685	19.512	0.174
774	510.69	320.17	5.0	18.668	19.169	-0.502
775	201.39	321.08	5.0	18.835	19.589	-0.755
776	251.85	319.95	5.0	20.630	20.541	0.089
777	389.43	320.36	5.0	18.925	21.899	-2.973
778	71.12	323.25	5.0	18.371	18.790	-0.419
779	343.05	321.40	5.0	20.671	20.362	0.309
780	403.88	321.97	5.0	18.610	19.040	-0.430
781	534.33	321.09	5.0	19.708	19.990	-0.282
782	149.47	323.32	5.0	19.437	19.467	-0.030
783	207.09	325.98	5.0	17.912	18.413	-0.501
784	222.31	322.83	5.0	21.085	20.111	0.974
785	264.13	324.75	5.0	18.010	18.472	-0.462
786	470.06	322.56	5.0	19.050	19.110	-0.060
787	731.54	323.46	5.0	19.523	20.745	-1.221
788	59.81	324.63	5.0	19.168	21.140	-1.972
789	211.95	324.85	5.0	19.852	19.169	0.682
790	233.75	324.00	5.0	18.740	19.073	-0.333
791	417.97	324.36	5.0	19.427	19.721	-0.294
792	425.64	326.16	5.0	17.680	17.678	0.002
793	722.92	327.02	5.0	17.742	18.342	-0.600
794	111.46	326.33	5.0	19.506	19.899	-0.393
795	400.97	325.23	5.0	18.815	19.075	-0.260
796	488.37	326.04	5.0	18.250	18.787	-0.537
797	516.25	326.50	5.0	19.115	19.517	-0.402
798	87.10	328.69	5.0	18.000	18.282	-0.282
799	100.70	327.50	5.0	18.886	19.291	-0.404
800	237.34	327.94	5.0	18.134	18.553	-0.420
801	247.56	328.38	5.0	18.530	19.303	-0.772
802	739.19	327.31	5.0	21.816	20.215	1.600
803	387.90	329.25	5.0	18.530	18.958	-0.428
804	446.65	330.54	5.0	17.586	18.037	-0.451
805	540.90	329.74	5.0	18.269	18.884	-0.615
806	141.88	329.52	5.0	18.447	18.994	-0.547
807	189.64	330.70	5.0	18.451	18.729	-0.278
808	532.83	328.94	5.0	19.251	20.617	-1.365
809	764.08	329.29	5.0	18.689	19.220	-0.531
810	157.58	330.25	5.0	20.156	20.382	-0.226
811	613.92	330.97	5.0	19.291	19.321	-0.030
812	662.88	330.92	5.0	19.751	20.083	-0.332
813	754.85	331.23	5.0	18.757	19.062	-0.305
814	147.40	331.81	5.0	19.996	19.428	0.568
815	472.16	332.36	5.0	18.599	19.211	-0.613
816	162.52	334.05	5.0	18.084	18.440	-0.356
817	748.48	333.60	5.0	20.378	19.983	0.396
818	114.55	334.51	5.0	17.968	18.442	-0.474
819	298.56	340.24	5.0	16.782	17.182	-0.400
820	531.35	334.51	5.0	18.599	19.248	-0.649
821	707.82	333.03	5.0	18.018	18.234	-0.215
822	721.88	335.25	5.0	18.275	18.889	-0.614
823	454.63	335.22	5.0	19.916	19.964	-0.047
824	602.88	332.82	5.0	19.040	19.035	0.004
825	143.22	336.83	5.0	19.485	19.740	-0.255
826	273.08	338.54	5.0	17.309	17.789	-0.481
827	280.38	337.51	5.0	19.538	20.441	-0.903
828	420.67	336.52	5.0	20.007	22.823	-2.816
829	546.33	335.92	5.0	20.311	21.940	-1.629
830	365.22	337.76	5.0	19.252	19.691	-0.440
831	552.94	338.85	5.0	18.395	18.736	-0.341
832	266.42	338.74	5.0	18.003	18.882	-0.880
833	457.25	338.00	5.0	20.100	19.916	0.184
834	479.38	344.21	5.0	15.385	15.385	0.001
835	716.29	339.64	5.0	17.813	18.500	-0.687
836	442.17	340.28	5.0	18.159	18.847	-0.688
837	671.44	338.33	5.0	20.389	21.625	-1.237
838	537.88	340.60	5.0	18.943	20.326	-1.382
839	622.11	341.56	5.0	19.207	20.503	-1.295
840	603.63	342.68	5.0	18.599	19.199	-0.600
841	225.83	341.47	5.0	18.766	19.399	-0.633
842	532.32	343.02	5.0	17.959	18.980	-1.021
843	150.02	343.60	5.0	19.562	19.842	-0.279
844	456.96	345.67	5.0	18.450	18.829	-0.379
845	788.95	351.79	5.0	17.175	17.251	-0.076
846	190.23	348.52	5.0	18.183	18.545	-0.363
847	199.96	347.00	5.0	18.294	18.737	-0.443
848	598.79	345.23	5.0	19.382	20.809	-1.427
849	657.95	346.01	5.0	20.069	21.957	-1.888
850	780.85	346.62	5.0	19.907	19.440	0.467
851	128.94	347.56	5.0	18.344	18.699	-0.354
852	650.16	346.44	5.0	19.980	24.196	-4.216
853	65.88	348.62	5.0	18.571	19.569	-0.998
854	248.50	347.55	5.0	19.687	19.813	-0.126
855	375.93	348.18	5.0	18.342	18.936	-0.594
856	383.30	351.59	5.0	17.123	17.283	-0.160
857	468.06	347.52	5.0	19.484	19.957	-0.473
858	515.15	348.10	5.0	19.582	19.967	-0.385
859	665.28	349.54	5.0	17.879	18.448	-0.569
860	711.00	353.87	5.0	18.343	18.525	-0.182
861	254.52	349.86	5.0	18.107	18.486	-0.379
862	396.15	349.69	5.0	20.082	20.116	-0.034
863	683.38	353.60	5.0	17.906	18.409	-0.503
864	771.14	355.68	5.0	17.074	17.542	-0.468
865	235.00	351.30	5.0	18.350	18.821	-0.472
866	533.24	352.41	5.0	17.589	18.168	-0.579
867	81.10	351.84	5.0	19.373	19.404	-0.030
868	319.41	351.59	5.0	21.553	20.029	1.525
869	162.58	354.49	5.0	17.622	18.104	-0.481
870	241.70	353.50	5.0	20.425	19.939	0.486
871	511.39	353.55	5.0	17.846	18.368	-0.522
872	135.12	355.90	5.0	17.793	18.272	-0.478
873	186.78	353.51	5.0	19.873	19.459	0.414
874	796.84	354.34	5.0	20.491	19.993	0.498
875	113.61	356.10	5.0	17.756	18.227	-0.470
876	210.35	354.24	5.0	19.043	20.481	-1.438
877	543.39	355.61	5.0	18.454	19.146	-0.692
878	391.54	356.20	5.0	20.125	19.748	0.377
879	658.96	357.93	5.0	17.548	17.656	-0.108
880	754.25	355.00	5.0	21.077	19.992	1.085
881	336.41	357.08	5.0	19.258	19.317	-0.058
882	171.40	358.19	5.0	18.005	18.300	-0.295
883	313.52	360.99	5.0	17.965	18.522	-0.557
884	490.75	357.92	5.0	19.906	19.548	0.358
885	703.29	357.18	5.0	20.063	21.445	-1.382
886	329.97	359.31	5.0	17.962	18.291	-0.329
887	395.08	358.08	5.0	20.875	19.808	1.066
888	197.36	362.24	5.0	17.276	17.680	-0.403
889	689.65	359.05	5.0	20.698	21.861	-1.163
890	535.84	360.33	5.0	18.912	19.866	-0.954
891	476.71	361.24	5.0	18.845	19.087	-0.242
892	520.14	361.59	5.0	20.297	19.851	0.446
893	228.86	362.23	5.0	19.329	19.876	-0.548
894	303.50	364.27	5.0	17.233	17.332	-0.099
895	681.33	364.91	5.0	18.683	19.353	-0.670
896	725.20	361.73	5.0	21.273	20.697	0.576
897	323.93	363.82	5.0	19.878	20.549	-0.671
898	466.35	363.65	5.0	19.106	20.723	-1.617
899	733.98	363.73	5.0	20.701	20.125	0.576
900	142.73	364.41	5.0	19.452	19.868	-0.417
901	396.42	363.92	5.0	21.537	20.929	0.608
902	500.11	363.86	5.0	20.417	19.984	0.434
903	284.89	366.68	5.0	17.003	17.548	-0.545
904	333.33	365.67	5.0	23.003	19.976	3.027
905	669.09	365.81	5.0	19.539	20.006	-0.468
906	790.08	365.21	5.0	21.036	20.095	0.941
907	124.76	367.57	5.0	17.998	17.907	0.091
908	230.64	369.25	5.0	18.603	19.006	-0.402
909	729.13	367.62	5.0	19.560	21.726	-2.165
910	75.92	369.76	5.0	18.381	18.752	-0.371
911	177.94	371.06	5.0	18.113	18.600	-0.487
912	296.45	368.10	5.0	20.043	19.760	0.283
913	360.98	368.30	5.0	20.422	20.408	0.014
914	380.97	369.68	5.0	18.044	18.133	-0.089
915	695.41	371.02	5.0	17.337	17.882	-0.545
916	369.19	371.54	5.0	17.891	18.302	-0.411
917	404.50	372.02	5.0	17.179	17.448	-0.269
918	796.20	369.98	5.0	20.337	20.286	0.051
919	249.96	371.02	5.0	18.389	18.803	-0.414
920	414.29	371.50	5.0	18.443	18.762	-0.319
921	528.47	376.70	5.0	17.231	17.619	-0.387
922	387.83	372.85	5.0	18.037	18.425	-0.389
923	436.10	372.55	5.0	19.604	20.001	-0.397
924	751.31	374.38	5.0	18.275	18.740	-0.465
925	195.17	375.17	5.0	17.496	18.088	-0.592
926	476.10	378.16	5.0	16.939	17.339	-0.400
927	112.04	376.67	5.0	18.693	19.224	-0.531
928	159.04	375.68	5.0	18.570	19.088	-0.518
929	75.62	378.75	5.0	18.974	19.277	-0.303
930	125.31	376.16	5.0	19.717	19.754	-0.038
931	171.88	377.22	5.0	18.366	18.745	-0.379
932	202.65	376.58	5.0	19.125	18.908	0.217
933	345.48	378.72	5.0	17.734	18.153	-0.420
934	496.74	382.18	5.0	16.385	16.483	-0.098
935	227.39	378.32	5.0	18.108	18.701	-0.593
936	240.55	377.73	5.0	19.843	20.121	-0.278
937	338.13	377.07	5.0	20.806	20.478	0.328
938	155.38	378.42	5.0	18.431	19.067	-0.636
939	555.69	377.81	5.0	20.895	21.215	-0.320
940	150.60	379.05	5.0	19.136	20.072	-0.936
941	375.19	378.82	5.0	19.807	19.925	-0.118
942	397.20	380.96	5.0	17.973	18.628	-0.655
943	692.55	379.10	5.0	20.554	20.064	0.491
944	710.88	387.27	5.0	16.717	16.664	0.053
945	279.49	381.65	5.0	19.843	20.188	-0.345
946	675.03	380.93	5.0	21.600	25.562	-3.962
947	68.76	383.53	5.0	18.949	19.192	-0.244
948	166.26	382.99	5.0	19.330	20.099	-0.769
949	369.62	383.28	5.0	19.080	19.734	-0.654
950	508.97	384.57	5.0	18.084	18.218	-0.134
951	633.42	385.71	5.0	18.662	18.702	-0.040
952	153.17	386.61	5.0	17.127	17.514	-0.387
953	214.21	386.07	5.0	19.611	19.473	0.138
954	233.17	385.08	5.0	20.924	20.183	0.741
955	797.37	386.67	5.0	18.156	19.320	-1.164
956	169.64	386.40	5.0	19.694	19.419	0.276
957	206.94	386.61	5.0	19.553	19.829	-0.276
958	239.20	386.88	5.0	18.788	19.003	-0.215
959	472.43	385.82	5.0	19.441	19.217	0.224
960	254.98	387.87	5.0	18.030	18.585	-0.555
961	364.21	388.41	5.0	18.187	18.613	-0.426
962	328.94	389.35	5.0	18.052	18.556	-0.504
963	357.01	388.54	5.0	20.233	20.355	-0.123
964	535.58	387.83	5.0	20.160	22.907	-2.747
965	270.98	392.89	5.0	17.121	17.807	-0.686
966	371.48	394.69	5.0	17.343	17.850	-0.508
967	398.41	394.57	5.0	16.783	17.117	-0.334
968	420.60	389.41	5.0	19.379	19.340	0.038
969	440.48	395.77	5.0	15.024	15.700	-0.677
970	701.88	389.38	5.0	20.893	20.742	0.151
971	775.43	392.82	5.0	16.996	17.415	-0.419
972	184.34	391.00	5.0	18.616	19.081	-0.465
973	306.97	390.80	5.0	18.996	19.417	-0.421
974	384.04	391.14	5.0	18.567	19.071	-0.504
975	740.11	391.55	5.0	19.149	19.896	-0.746
976	73.19	392.92	5.0	18.650	18.940	-0.290
977	258.69	391.61	5.0	19.471	18.810	0.661
978	52.45	393.63	5.0	17.767	18.153	-0.387
979	687.99	393.52	5.0	18.087	18.126	-0.038
980	160.19	393.75	5.0	21.092	20.222	0.870
981	126.72	394.70	5.0	18.137	18.791	-0.654
982	343.50	394.40	5.0	19.443	20.138	-0.695
983	572.36	395.46	5.0	17.894	18.536	-0.642
984	350.11	396.83	5.0	18.593	19.117	-0.524
985	583.87	395.14	5.0	18.652	19.544	-0.892
986	117.74	396.51	5.0	19.186	19.312	-0.126
987	232.47	397.69	5.0	18.880	19.148	-0.268
988	489.73	396.27	5.0	19.828	20.060	-0.232
989	704.03	396.61	5.0	20.351	21.425	-1.074
990	723.94	400.82	5.0	17.096	17.788	-0.692
991	78.66	397.77	5.0	19.903	19.741	0.162
992	389.33	397.58	5.0	19.193	19.548	-0.355
993	679.07	397.18	5.0	19.687	21.141	-1.454
994	736.92	402.13	5.0	17.099	17.356	-0.257
995	132.82	399.79	5.0	18.421	18.778	-0.357
996	264.56	398.60	5.0	19.107	19.986	-0.879
997	332.21	398.21	5.0	20.261	19.709	0.552
998	238.78	400.18	5.0	17.976	18.319	-0.343
999	114.05	400.05	5.0	20.044	19.639	0.404
1000	748.34	402.28	5.0	18.285	18.980	-0.695
1001	788.93	400.79	5.0	19.096	19.276	-0.180
1002	194.57	401.36	5.0	19.460	19.873	-0.413
1003	338.26	401.84	5.0	18.989	19.304	-0.315
1004	471.69	402.25	5.0	18.860	19.265	-0.406
1005	578.72	403.60	5.0	17.618	18.217	-0.599
1006	201.67	402.43	5.0	20.018	20.091	-0.073
1007	310.63	403.38	5.0	18.809	19.155	-0.346
1008	348.19	403.44	5.0	19.948	20.520	-0.572
1009	58.09	405.26	5.0	18.616	18.958	-0.342
1010	122.71	403.83	5.0	19.853	20.511	-0.658
1011	128.96	405.20	5.0	18.232	18.674	-0.442
1012	150.07	405.40	5.0	17.835	18.019	-0.184
1013	211.02	404.56	5.0	18.295	18.714	-0.419
1014	268.69	404.55	5.0	18.225	18.600	-0.375
1015	278.46	403.66	5.0	19.461	20.172	-0.711
1016	357.47	404.69	5.0	18.027	18.449	-0.422
1017	384.66	402.74	5.0	21.857	20.242	1.615
1018	509.89	402.91	5.0	20.629	21.237	-0.608
1019	600.03	404.47	5.0	17.610	18.182	-0.572
1020	674.68	404.39	5.0	18.571	19.211	-0.639
1021	448.43	404.51	5.0	19.122	19.715	-0.593
1022	708.82	404.55	5.0	20.893	21.241	-0.347
1023	70.61	405.73	5.0	19.904	19.799	0.105
1024	176.90	406.65	5.0	17.894	18.433	-0.539
1025	199.92	405.92	5.0	20.024	19.839	0.186
1026	305.36	406.14	5.0	19.409	19.465	-0.056
1027	226.86	407.74	5.0	18.502	18.795	-0.293
1028	82.42	409.09	5.0	18.050	18.270	-0.220
1029	442.43	409.14	5.0	18.054	18.892	-0.838
1030	478.23	414.86	5.0	16.565	16.458	0.108
1031	94.80	410.58	5.0	18.131	18.637	-0.506
1032	188.22	410.29	5.0	18.762	19.016	-0.254
1033	344.83	408.93	5.0	19.628	20.552	-0.924
1034	493.18	410.46	5.0	18.397	18.973	-0.576
1035	796.98	411.63	5.0	19.772	19.891	-0.118
1036	286.00	410.00	5.0	20.557	20.570	-0.013
1037	127.48	411.65	5.0	19.953	19.657	0.296
1038	252.06	414.04	5.0	18.335	18.798	-0.462
1039	310.43	412.50	5.0	18.765	19.001	-0.235
1040	718.47	412.28	5.0	18.790	19.104	-0.313
1041	512.76	413.24	5.0	18.105	18.935	-0.830
1042	555.27	413.17	5.0	18.764	19.905	-1.141
1043	699.83	412.81	5.0	22.982	20.334	2.648
1044	706.03	411.37	5.0	23.310	20.225	3.085
1045	345.17	413.48	5.0	19.470	19.807	-0.337
1046	357.82	413.73	5.0	18.647	19.585	-0.938
1047	222.12	413.83	5.0	21.879	20.172	1.706
1048	234.98	414.59	5.0	19.300	19.412	-0.111
1049	387.20	415.18	5.0	18.303	18.865	-0.561
1050	573.52	414.93	5.0	20.228	21.719	-1.491
1051	672.12	414.31	5.0	20.368	20.563	-0.194
1052	712.98	414.07	5.0	21.072	20.060	1.013
1053	758.86	416.27	5.0	18.088	18.414	-0.326
1054	57.92	417.19	5.0	18.240	18.746	-0.507
1055	378.68	415.76	5.0	19.391	19.654	-0.262
1056	548.98	421.94	5.0	17.771	17.973	-0.202
1057	683.38	418.20	5.0	16.996	17.376	-0.380
1058	734.03	415.98	5.0	18.279	18.941	-0.663
1059	785.04	415.57	5.0	21.500	20.561	0.939
1060	68.31	417.67	5.0	18.446	18.929	-0.483
1061	189.02	416.21	5.0	21.063	19.819	1.245
1062	317.04	416.74	5.0	19.443	19.798	-0.356
1063	664.38	416.88	5.0	18.601	19.193	-0.592
1064	329.55	418.88	5.0	18.158	18.633	-0.475
1065	356.60	418.32	5.0	18.665	19.065	-0.400
1066	432.57	417.30	5.0	19.770	20.309	-0.538
1067	443.00	418.13	5.0	18.914	19.230	-0.316
1068	792.15	417.88	5.0	21.865	20.247	1.618
1069	177.18	420.04	5.0	18.787	19.147	-0.359
1070	282.04	420.12	5.0	18.572	19.053	-0.481
1071	507.27	420.50	5.0	18.148	18.847	-0.700
1072	157.00	420.00	5.0	20.115	20.076	0.039
1073	423.63	421.38	5.0	18.201	18.691	-0.490
1074	595.26	420.74	5.0	19.207	19.582	-0.375
1075	232.27	422.48	5.0	18.234	18.687	-0.453
1076	382.74	421.37	5.0	19.872	20.236	-0.364
1077	347.18	422.68	5.0	19.013	19.133	-0.120
1078	514.87	422.58	5.0	18.894	19.228	-0.335
1079	588.07	421.57	5.0	20.613	20.209	0.404
1080	738.79	429.97	5.0	18.023	18.346	-0.323
1081	216.70	424.22	5.0	19.222	19.666	-0.444
1082	788.92	425.76	5.0	19.590	20.320	-0.730
1083	248.85	424.95	5.0	20.527	20.636	-0.109
1084	364.40	424.41	5.0	18.869	18.876	-0.007
1085	373.62	426.04	5.0	18.859	19.744	-0.885
1086	482.75	425.15	5.0	18.845	19.404	-0.559
1087	776.06	429.04	5.0	17.373	17.607	-0.234
1088	185.85	426.45	5.0	20.770	20.103	0.667
1089	414.78	426.20	5.0	19.498	19.984	-0.486
1090	56.53	428.47	5.0	18.921	19.176	-0.255
1091	158.69	427.50	5.0	20.188	20.035	0.153
1092	310.47	429.86	5.0	18.056	18.484	-0.427
1093	422.41	427.57	5.0	19.307	19.430	-0.124
1094	605.95	429.08	5.0	18.594	19.151	-0.558
1095	114.89	432.50	5.0	16.199	15.886	0.314
1096	243.62	430.42	5.0	18.429	18.825	-0.395
1097	681.79	432.40	5.0	17.942	18.448	-0.506
1098	764.96	433.20	5.0	17.686	17.976	-0.290
1099	479.00	430.19	5.0	21.187	21.487	-0.300
1100	174.26	432.50	5.0	18.108	18.751	-0.642
1101	591.72	436.49	5.0	16.920	17.465	-0.545
1102	795.97	432.14	5.0	20.179	20.123	0.055
1103	222.87	432.80	5.0	19.221	19.371	-0.150
1104	290.61	433.03	5.0	19.252	19.456	-0.203
1105	423.29	433.12	5.0	19.412	19.594	-0.182
1106	443.35	432.80	5.0	19.129	19.364	-0.235
1107	541.56	435.11	5.0	18.086	18.804	-0.718
1108	575.09	433.95	5.0	18.641	19.312	-0.671
1109	206.21	441.77	5.0	15.067	15.851	-0.784
1110	610.12	434.76	5.0	19.702	20.016	-0.314
1111	667.58	433.88	5.0	21.200	20.276	0.924
1112	536.78	438.12	5.0	18.730	19.497	-0.767
1113	716.80	437.78	5.0	22.476	20.332	2.144
1114	139.67	438.06	5.0	18.931	20.430	-1.499
1115	291.44	438.00	5.0	20.283	19.429	0.853
1116	548.72	438.17	5.0	20.656	20.692	-0.035
1117	166.55	442.04	5.0	18.244	18.592	-0.348
1118	273.44	441.53	5.0	18.691	19.434	-0.743
1119	304.12	442.46	5.0	17.633	18.087	-0.454
1120	241.15	442.57	5.0	19.520	19.729	-0.209
1121	448.37	443.90	5.0	17.180	17.754	-0.575
1122	611.29	441.58	5.0	20.409	21.147	-0.738
1123	690.24	442.36	5.0	19.154	19.781	-0.627
1124	324.14	442.59	5.0	19.579	19.844	-0.265
1125	348.88	442.65	5.0	18.644	18.984	-0.340
1126	466.51	442.85	5.0	18.994	20.173	-1.179
1127	576.62	443.16	5.0	19.370	20.222	-0.851
1128	734.33	443.27	5.0	21.261	20.135	1.126
1129	708.54	446.56	5.0	17.359	17.809	-0.450
1130	393.25	446.14	5.0	19.359	20.176	-0.817
1131	428.47	447.26	5.0	18.831	19.695	-0.865
1132	571.28	446.22	5.0	19.844	20.606	-0.762
1133	85.12	448.29	5.0	17.811	18.428	-0.617
1134	222.92	447.17	5.0	20.088	20.196	-0.108
1135	249.50	447.50	5.0	20.218	19.901	0.317
1136	469.40	448.94	5.0	17.471	17.854	-0.383
1137	503.81	449.02	5.0	17.535	17.995	-0.460
1138	562.18	449.39	5.0	18.300	18.593	-0.292
1139	595.66	449.36	5.0	18.031	18.625	-0.594
1140	148.95	450.35	5.0	17.620	17.834	-0.214
1141	196.95	451.03	5.0	18.020	18.241	-0.221
1142	231.21	449.95	5.0	18.742	19.026	-0.284
1143	612.12	450.56	5.0	18.854	20.130	-1.276
1144	105.89	450.25	5.0	22.263	20.435	1.828
1145	719.48	450.45	5.0	19.562	20.650	-1.089
1146	782.39	450.39	5.0	19.827	19.757	0.070
1147	96.57	452.29	5.0	20.875	20.274	0.602
1148	459.60	451.72	5.0	18.549	19.326	-0.778
1149	546.18	454.39	5.0	18.092	18.565	-0.472
1150	553.24	455.56	5.0	17.976	18.494	-0.518
1151	580.85	452.87	5.0	18.818	19.468	-0.650
1152	724.25	452.62	5.0	18.870	20.020	-1.151
1153	761.42	454.25	5.0	19.767	19.663	0.104
1154	126.80	453.05	5.0	20.914	20.090	0.824
1155	215.50	453.89	5.0	19.523	20.310	-0.787
1156	517.92	453.94	5.0	18.659	19.073	-0.413
1157	592.50	452.50	5.0	18.480	18.986	-0.506
1158	210.11	455.84	5.0	18.724	19.556	-0.832
1159	54.86	456.32	5.0	18.584	19.665	-1.081
1160	322.89	456.39	5.0	18.708	19.372	-0.663
1161	508.93	455.03	5.0	21.932	20.891	1.041
1162	311.44	456.65	5.0	19.429	19.921	-0.492
1163	532.08	458.24	5.0	17.932	18.565	-0.633
1164	722.63	458.60	5.0	17.791	18.125	-0.334
1165	460.79	457.42	5.0	19.320	19.763	-0.443
1166	698.78	460.11	5.0	18.585	19.304	-0.719
1167	747.44	458.94	5.0	19.853	19.760	0.093
1168	797.32	457.91	5.0	19.409	19.410	-0.002
1169	318.09	458.92	5.0	18.816	19.112	-0.296
1170	437.94	461.72	5.0	17.312	18.005	-0.693
1171	522.64	459.67	5.0	18.717	19.498	-0.781
1172	389.87	460.37	5.0	19.335	20.203	-0.868
1173	568.89	460.63	5.0	18.647	19.497	-0.850
1174	670.61	460.69	5.0	20.610	20.661	-0.051
1175	97.25	462.29	5.0	18.161	18.532	-0.371
1176	217.14	462.75	5.0	18.555	19.146	-0.591
1177	660.08	461.92	5.0	19.499	20.334	-0.836
1178	792.50	462.16	5.0	19.773	19.407	0.366
1179	287.10	463.05	5.0	19.004	19.343	-0.340
1180	303.41	462.43	5.0	19.516	19.523	-0.007
1181	556.43	462.84	5.0	19.554	19.597	-0.043
1182	169.24	464.07	5.0	18.207	18.618	-0.411
1183	623.46	465.80	5.0	17.879	18.398	-0.518
1184	485.16	465.83	5.0	17.800	18.432	-0.633
1185	275.46	467.33	5.0	18.610	19.415	-0.805
1186	567.79	466.61	5.0	18.443	18.877	-0.433
1187	645.16	465.23	5.0	19.392	19.716	-0.324
1188	700.86	466.26	5.0	19.421	19.798	-0.377
1189	719.23	470.53	5.0	16.578	17.039	-0.461
1190	746.53	467.36	5.0	18.132	18.557	-0.425
1191	123.05	466.60	5.0	20.055	20.760	-0.705
1192	368.20	470.55	5.0	15.340	15.430	-0.090
1193	447.41	467.29	5.0	18.832	19.835	-1.003
1194	495.73	466.97	5.0	21.565	21.409	0.155
1195	524.18	467.51	5.0	19.103	20.148	-1.045
1196	762.92	469.46	5.0	17.944	18.213	-0.269
1197	90.54	469.33	5.0	18.386	19.332	-0.946
1198	142.36	475.56	5.0	16.849	16.750	0.099
1199	437.56	471.06	5.0	18.451	18.316	0.135
1200	672.86	471.45	5.0	18.294	18.863	-0.570
1201	769.99	469.39	5.0	20.074	19.798	0.277
1202	282.13	470.87	5.0	18.333	18.858	-0.525
1203	391.05	474.09	5.0	17.634	18.232	-0.598
1204	679.04	470.50	5.0	19.921	20.304	-0.383
1205	736.30	472.74	5.0	18.526	18.929	-0.403
1206	227.83	472.08	5.0	20.895	20.490	0.405
1207	428.94	474.32	5.0	18.707	19.282	-0.575
1208	449.30	474.11	5.0	18.160	18.599	-0.439
1209	525.16	474.58	5.0	18.678	19.198	-0.520
1210	767.35	475.15	5.0	20.143	19.551	0.593
1211	464.50	474.50	5.0	19.212	20.255	-1.043
1212	586.30	475.33	5.0	19.728	20.742	-1.014
1213	651.60	475.08	5.0	18.100	18.694	-0.593
1214	666.10	476.48	5.0	18.159	18.625	-0.466
1215	776.77	475.08	5.0	19.623	20.128	-0.505
1216	153.69	476.75	5.0	18.675	19.430	-0.755
1217	399.88	476.57	5.0	18.698	19.235	-0.538
1218	565.07	480.06	5.0	17.014	17.064	-0.050
1219	796.57	477.32	5.0	18.673	19.200	-0.527
1220	232.92	477.08	5.0	20.996	20.228	0.768
1221	412.76	478.01	5.0	19.403	19.957	-0.554
1222	782.72	477.47	5.0	22.475	20.961	1.514
1223	250.86	479.78	5.0	17.996	18.559	-0.563
1224	707.07	478.08	5.0	19.624	19.882	-0.258
1225	714.99	481.03	5.0	17.986	18.404	-0.418
1226	380.12	480.47	5.0	20.569	21.255	-0.686
1227	172.26	484.44	5.0	15.806	15.283	0.523
1228	234.26	480.98	5.0	23.443	20.025	3.418
1229	632.82	485.40	5.0	17.468	18.209	-0.740
1230	747.09	482.05	5.0	19.376	19.480	-0.104
1231	284.29	484.09	5.0	17.788	17.688	0.100
1232	434.49	482.81	5.0	19.957	20.143	-0.187
1233	155.56	483.34	5.0	19.941	19.817	0.124
1234	325.41	484.89	5.0	17.370	17.966	-0.596
1235	362.85	483.52	5.0	18.071	19.979	-1.908
1236	393.29	484.28	5.0	18.511	19.175	-0.664
1237	797.09	486.43	5.0	17.813	18.414	-0.601
1238	478.50	485.62	5.0	19.473	20.367	-0.895
1239	498.57	484.98	5.0	19.795	21.282	-1.486
1240	101.51	487.51	5.0	18.014	18.236	-0.222
1241	735.53	487.20	5.0	18.545	18.904	-0.358
1242	356.32	487.16	5.0	18.607	19.236	-0.630
1243	212.87	489.34	5.0	17.900	18.098	-0.198
1244	262.62	489.26	5.0	19.450	19.816	-0.366
1245	293.45	491.00	5.0	17.999	18.433	-0.435
1246	439.75	489.00	5.0	19.074	21.439	-2.366
1247	474.78	491.58	5.0	17.905	18.043	-0.138
1248	669.21	489.65	5.0	18.845	19.507	-0.662
1249	274.12	490.65	5.0	19.393	19.476	-0.083
1250	757.85	492.01	5.0	18.819	19.035	-0.216
1251	130.50	491.50	5.0	19.127	19.724	-0.597
1252	566.14	496.67	5.0	16.558	16.663	-0.105
